season,player_id,player_name,position,team_2025,rush_attempts,rushing_yards,rushing_tds,receive_attempts,receptions,receiving_yards,receiving_tds,receiving_yards_after_catch,passing_tds,completions,attempts,passing_yards,games_played,completion_rate,avg_yds_per_carry,avg_yds_after_catch,TD,player_name_roster,pos_roster,exp,jersey_number,status,games_played_total_career,seasons_in_data,avg_games_played_per_szn,run_plays,pass_plays,total_plays,odd_run,odd_throw,strength_o_line,avg_team_time_on_offense,strength_of_schedule_calc,BYE,division,stadium_type,strength_of_qb,headshot_url,espn_id,image_url
2019,00-0031544,A.Cooper,WR,DAL,1,6.0,0,119,79,1189.0,8,240.0,0,0,0,0.0,16,,6.0,3.037974683544304,8,Amari Cooper,WR,4.0,19.0,ACT,147,7,21.0,420.0,641.0,1061.0,0.39585298,0.604147,84.14538,66.3125,0.4613459967320261,8.0,NFC East,indoor,0.6510067114093959,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ekwyie7av318q4eaffiy",2976499,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ekwyie7av318q4eaffiy"
2020,00-0031544,A.Cooper,WR,DAL,6,14.0,0,130,92,1114.0,5,413.0,0,0,0,0.0,16,,2.333333333333333,4.489130434782608,5,Amari Cooper,WR,5.0,19.0,ACT,147,7,21.0,403.0,708.0,1111.0,0.36273628,0.6372637,59.955154,69.4375,0.4526399101307189,10.0,NFC East,indoor,0.6040860321766075,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wkba2o3gogsar5ysdvwq",2976499,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wkba2o3gogsar5ysdvwq"
2021,00-0031544,A.Cooper,WR,DAL,0,0.0,0,114,74,929.0,9,232.0,0,0,0,0.0,16,,,3.135135135135135,9,Amari Cooper,WR,6.0,19.0,ACT,147,7,21.0,455.0,757.0,1212.0,0.37541255,0.6245875,70.95983,67.33333333333333,0.4833467110040897,7.0,NFC East,indoor,0.6579595777977558,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gr04vdf3sfnunemciftn",2976499,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gr04vdf3sfnunemciftn"
2022,00-0031544,A.Cooper,WR,CLE,0,0.0,0,132,78,1160.0,9,299.0,0,0,1,0.0,17,0.0,,3.8333333333333335,9,Amari Cooper,WR,7.0,2.0,ACT,147,7,21.0,484.0,615.0,1099.0,0.44040036,0.55959964,51.29986,64.6470588235294,0.5109472065399947,9.0,AFC North,outdoor,0.6109596684202137,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4",2976499,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4"
2023,00-0031544,A.Cooper,WR,CLE,0,0.0,0,133,76,1309.0,5,278.0,0,0,0,0.0,16,,,3.657894736842105,5,Amari Cooper,WR,8.0,2.0,ACT,147,7,21.0,503.0,748.0,1251.0,0.40207833,0.59792167,56.85959,69.5,0.5293142988189428,5.0,AFC North,outdoor,0.5528471719840141,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4",2976499,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4"
2024,00-0031544,A.Cooper,WR,BUF,0,0.0,0,40,26,338.0,2,77.0,0,0,0,0.0,16,,,2.9615384615384617,2,Amari Cooper,WR,9.0,18.0,ACT,147,7,21.0,529.0,673.0,1202.0,0.44009984,0.55990016,91.19061,60.1,0.4954661162710698,12.0,AFC East,outdoor,0.5498380675371826,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmtzqznqui37unmo5xv9",2976499,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmtzqznqui37unmo5xv9"
2024,00-0031544,A.Cooper,WR,CLE,0,0.0,0,53,24,250.0,2,57.0,0,0,0,0.0,16,,,2.375,2,,,,,,147,7,21.0,351.0,770.0,1121.0,0.3131133,0.6868867,38.249825,65.94117647058823,0.5256290958075697,10.0,AFC North,outdoor,0.5697059826365458,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmtzqznqui37unmo5xv9",2976499,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmtzqznqui37unmo5xv9"
2018,00-0032745,A.Cross,TE,TB,0,0.0,0,5,2,9.0,0,7.0,0,0,0,0.0,4,,,3.5,0,Alan Cross,TE,2.0,45.0,RES,4,1,4.0,321.0,728.0,1049.0,0.30600572,0.6939943,65.32288,65.5625,0.5088337418300654,5.0,NFC South,outdoor,0.656084656084656,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/flcn8rvasatcy4cuoe1k",2586700,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/flcn8rvasatcy4cuoe1k"
2018,00-0027973,A.Dalton,QB,CIN,16,99.0,0,0,0,0.0,0,0.0,21,226,365,2566.0,11,0.6191780821917808,6.1875,,21,Andy Dalton,QB,7.0,14.0,RES,65,7,9.285714285714286,330.0,603.0,933.0,0.35369775,0.6463022,60.68,58.3125,0.5162377450980392,9.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fex1enmwhsyid5jyue7t",14012,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fex1enmwhsyid5jyue7t"
2019,00-0027973,A.Dalton,QB,CIN,32,73.0,4,1,1,-4.0,0,4.0,16,314,528,3494.0,13,0.5946969696969697,2.28125,4.0,20,Andy Dalton,QB,8.0,14.0,ACT,65,7,9.285714285714286,362.0,675.0,1037.0,0.3490839,0.6509161,51.699203,64.8125,0.5365510513415893,9.0,AFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fex1enmwhsyid5jyue7t",14012,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fex1enmwhsyid5jyue7t"
2020,00-0027973,A.Dalton,QB,DAL,28,114.0,0,1,1,-3.0,0,4.0,14,216,333,2170.0,11,0.6486486486486487,4.071428571428571,4.0,14,Andy Dalton,QB,9.0,14.0,ACT,65,7,9.285714285714286,403.0,708.0,1111.0,0.36273628,0.6372637,59.955154,69.4375,0.4526399101307189,10.0,NFC East,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bpeotcvx7x9lhrzccjgz",14012,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bpeotcvx7x9lhrzccjgz"
2021,00-0027973,A.Dalton,QB,CHI,16,76.0,0,0,0,0.0,0,0.0,8,149,236,1515.0,8,0.6313559322033898,4.75,,8,Andy Dalton,QB,10.0,14.0,ACT,65,7,9.285714285714286,408.0,659.0,1067.0,0.38238052,0.6176195,36.133533,62.76470588235294,0.5124269728531248,10.0,NFC North,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ejcbwk2yijkswrmzscbk",14012,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ejcbwk2yijkswrmzscbk"
2022,00-0027973,A.Dalton,QB,NO,30,54.0,0,0,0,0.0,0,0.0,18,252,378,2871.0,14,0.6666666666666666,1.8,,18,Andy Dalton,QB,11.0,14.0,ACT,65,7,9.285714285714286,441.0,564.0,1005.0,0.43880597,0.561194,55.139317,59.11764705882353,0.4955351180719965,14.0,NFC South,indoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yhkh8vtc5ocjo3iyn9ug",14012,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yhkh8vtc5ocjo3iyn9ug"
2023,00-0027973,A.Dalton,QB,CAR,3,12.0,0,0,0,0.0,0,0.0,2,34,58,361.0,2,0.5862068965517241,4.0,,2,Andy Dalton,QB,12.0,14.0,ACT,65,7,9.285714285714286,411.0,683.0,1094.0,0.37568554,0.6243144,29.54271,64.3529411764706,0.5166312551852527,7.0,NFC South,outdoor,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xrwmjyexhhwpoxhtrhl2",14012,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xrwmjyexhhwpoxhtrhl2"
2024,00-0027973,A.Dalton,QB,CAR,11,34.0,0,0,0,0.0,0,0.0,7,106,160,989.0,6,0.6625,3.090909090909091,,7,Andy Dalton,QB,13.0,14.0,ACT,65,7,9.285714285714286,359.0,628.0,987.0,0.36372846,0.63627154,64.39622,58.05882352941177,0.4901164387323556,11.0,NFC South,outdoor,,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/az1zo7fl2tozg50tgs0d",14012,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/az1zo7fl2tozg50tgs0d"
2018,00-0031609,A.Derby,TE,MIA,0,0.0,0,5,3,48.0,1,9.0,0,0,0,0.0,3,,,3.0,1,A.J. Derby,TE,3.0,85.0,RES,3,1,3.0,349.0,517.0,866.0,0.40300232,0.5969977,24.558413,54.125,0.4648585311317509,11.0,AFC East,outdoor,0.6385836135487575,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c2bqxdpyb4kn75l4qj1c",3046413,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c2bqxdpyb4kn75l4qj1c"
2020,00-0036265,A.Dillon,RB,GB,55,286.0,2,3,3,34.0,0,27.0,0,0,0,0.0,11,,5.2,9.0,2,A.J. Dillon,RB,0.0,28.0,ACT,61,4,15.25,448.0,661.0,1109.0,0.40396753,0.59603244,80.96528,61.61111111111112,0.4482570806100218,5.0,NFC North,outdoor,0.7016393442622951,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jzpeevaiinmg3g0ksr17",4239934,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jzpeevaiinmg3g0ksr17"
2021,00-0036265,A.Dillon,RB,GB,194,828.0,6,37,34,313.0,2,310.0,0,0,0,0.0,18,,4.268041237113402,9.117647058823527,8,A.J. Dillon,RB,1.0,28.0,ACT,61,4,15.25,425.0,680.0,1105.0,0.3846154,0.61538464,65.72473,61.388888888888886,0.4825656188401286,13.0,NFC North,outdoor,0.6349654377880185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jpowpgjn6nm6umrls2px",4239934,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jpowpgjn6nm6umrls2px"
2022,00-0036265,A.Dillon,RB,GB,186,770.0,7,43,28,206.0,0,203.0,0,0,0,0.0,17,,4.139784946236559,7.25,7,A.J. Dillon,RB,2.0,28.0,ACT,61,4,15.25,428.0,608.0,1036.0,0.41312742,0.5868726,68.71866,60.94117647058823,0.5086930128088387,14.0,NFC North,outdoor,0.6562115621156211,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w270owegdowada3phhr2",4239934,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w270owegdowada3phhr2"
2023,00-0036265,A.Dillon,RB,GB,178,613.0,2,28,22,223.0,0,231.0,0,0,0,0.0,15,,3.443820224719101,10.5,2,AJ Dillon,RB,3.0,28.0,INA,61,4,15.25,463.0,693.0,1156.0,0.40051904,0.599481,77.32212,60.8421052631579,0.4953945751892631,6.0,NFC North,outdoor,0.8225552050473186,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dydcqdx4leta4rudagkq",4239934,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dydcqdx4leta4rudagkq"
2019,00-0035021,A.Dulin,WR,IND,0,0.0,0,2,2,17.0,0,23.0,0,0,0,0.0,2,,,11.5,0,Ashton Dulin,WR,0.0,16.0,ACT,39,5,7.8,423.0,578.0,1001.0,0.4225774,0.57742256,66.20276,62.5625,0.4919872828517372,6.0,AFC South,indoor,0.5734813285148855,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iopkrkbpdzc9ssvto9ha",4061956,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iopkrkbpdzc9ssvto9ha"
2020,00-0035021,A.Dulin,WR,IND,2,11.0,0,6,3,53.0,0,28.0,0,0,0,0.0,7,,5.5,9.333333333333334,0,Ashton Dulin,WR,1.0,16.0,ACT,39,5,7.8,467.0,621.0,1088.0,0.42922795,0.57077205,86.04723,64.0,0.4483042959185738,7.0,AFC South,indoor,0.4611629881154499,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iopkrkbpdzc9ssvto9ha",4061956,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iopkrkbpdzc9ssvto9ha"
2021,00-0035021,A.Dulin,WR,IND,3,32.0,0,22,13,173.0,2,50.0,0,0,0,0.0,14,,10.666666666666666,3.8461538461538463,2,Ashton Dulin,WR,2.0,16.0,ACT,39,5,7.8,461.0,583.0,1044.0,0.44157088,0.5584291,66.64005,61.41176470588236,0.4856746826697655,14.0,AFC South,indoor,0.5120155038759691,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mzmnlq7h25nsless0hvr",4061956,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mzmnlq7h25nsless0hvr"
2022,00-0035021,A.Dulin,WR,IND,2,8.0,0,22,15,207.0,1,35.0,0,0,0,0.0,7,,4.0,2.333333333333333,1,Ashton Dulin,WR,3.0,16.0,ACT,39,5,7.8,411.0,689.0,1100.0,0.37363636,0.62636364,36.989517,64.70588235294117,0.4991207835043202,14.0,AFC South,indoor,0.6330611524121114,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jnaoemdbciiow7rcfzbu",4061956,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jnaoemdbciiow7rcfzbu"
2024,00-0035021,A.Dulin,WR,IND,5,45.0,0,8,2,67.0,1,43.0,0,0,0,0.0,9,,9.0,21.5,1,Ashton Dulin,WR,5.0,16.0,ACT,39,5,7.8,465.0,569.0,1034.0,0.44970986,0.5502901,65.39625,60.8235294117647,0.4432556304255448,14.0,AFC South,indoor,0.56524926686217,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/so1vzml0sxv84xoyyr2n",4061956,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/so1vzml0sxv84xoyyr2n"
2018,00-0033699,A.Ekeler,RB,LAC,117,583.0,3,62,46,437.0,3,461.0,0,0,0,0.0,16,,4.982905982905983,10.021739130434783,6,Austin Ekeler,RB,1.0,30.0,ACT,105,7,15.0,420.0,650.0,1070.0,0.39252338,0.60747665,64.76624,59.44444444444444,0.4853036731261705,8.0,AFC West,outdoor,0.4583333333333333,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbo1ouatld3unac5ijrm",3068267,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbo1ouatld3unac5ijrm"
2019,00-0033699,A.Ekeler,RB,LAC,132,557.0,3,108,92,993.0,8,940.0,0,0,0,0.0,16,,4.21969696969697,10.217391304347826,11,Austin Ekeler,RB,2.0,30.0,ACT,105,7,15.0,352.0,635.0,987.0,0.3566363,0.6433637,67.878975,61.6875,0.5137746710526316,12.0,AFC West,outdoor,0.6632825719120135,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbo1ouatld3unac5ijrm",3068267,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbo1ouatld3unac5ijrm"
2020,00-0033699,A.Ekeler,RB,LAC,116,530.0,1,65,54,403.0,2,473.0,0,0,0,0.0,10,,4.568965517241379,8.75925925925926,3,Austin Ekeler,RB,3.0,30.0,ACT,105,7,15.0,430.0,687.0,1117.0,0.38495973,0.6150403,71.611534,69.8125,0.4770879020467836,6.0,AFC West,outdoor,0.7329598506069095,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rpknwsvkh8wy6mdzg5og",3068267,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rpknwsvkh8wy6mdzg5og"
2021,00-0033699,A.Ekeler,RB,LAC,206,911.0,12,94,70,647.0,8,627.0,0,0,0,0.0,16,,4.422330097087379,8.957142857142857,20,Austin Ekeler,RB,4.0,30.0,ACT,105,7,15.0,375.0,748.0,1123.0,0.33392698,0.666073,79.022446,66.05882352941177,0.4982369418355578,7.0,AFC West,outdoor,0.6592261904761905,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qe96pmvovsmoq26f8pcr",3068267,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qe96pmvovsmoq26f8pcr"
2022,00-0033699,A.Ekeler,RB,LAC,217,950.0,15,131,109,730.0,5,873.0,0,0,0,0.0,18,,4.377880184331797,8.009174311926605,20,Austin Ekeler,RB,5.0,30.0,ACT,105,7,15.0,385.0,820.0,1205.0,0.3195021,0.68049794,70.019165,66.94444444444444,0.4429566563467492,8.0,AFC West,outdoor,0.6716082659478886,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl0nhc7kyf4aumbyzs5b",3068267,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl0nhc7kyf4aumbyzs5b"
2023,00-0033699,A.Ekeler,RB,LAC,179,628.0,5,74,51,436.0,1,533.0,0,0,0,0.0,14,,3.5083798882681565,10.450980392156865,6,Austin Ekeler,RB,6.0,30.0,ACT,105,7,15.0,381.0,715.0,1096.0,0.34762773,0.65237224,61.803616,64.47058823529412,0.5298216706703321,5.0,AFC West,outdoor,0.6446234119782215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s1e7ejmmjkaxbv9zhvfl",3068267,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s1e7ejmmjkaxbv9zhvfl"
2024,00-0033699,A.Ekeler,RB,WAS,99,456.0,4,56,47,450.0,0,514.0,0,0,0,0.0,15,,4.606060606060606,10.936170212765957,4,Austin Ekeler,RB,7.0,30.0,ACT,105,7,15.0,521.0,787.0,1308.0,0.39831805,0.60168195,53.9981,65.4,0.4818996019460416,14.0,NFC East,outdoor,0.7281144781144782,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sldndpn2zwt4uhkj2zks",3068267,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sldndpn2zwt4uhkj2zks"
2018,00-0032543,A.Erickson,WR,CIN,3,22.0,0,29,20,167.0,0,75.0,0,0,0,0.0,11,,7.333333333333333,3.75,0,Alex Erickson,WR,2.0,12.0,ACT,47,5,9.4,330.0,603.0,933.0,0.35369775,0.6463022,60.68,58.3125,0.5162377450980392,9.0,AFC North,outdoor,0.607884495641345,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ynfigtd9x55vsxotphsg",2977800,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ynfigtd9x55vsxotphsg"
2019,00-0032543,A.Erickson,WR,CIN,5,33.0,0,78,43,529.0,0,227.0,0,1,1,26.0,15,1.0,6.6,5.27906976744186,0,Alex Erickson,WR,3.0,12.0,ACT,47,5,9.4,362.0,675.0,1037.0,0.3490839,0.6509161,51.699203,64.8125,0.5365510513415893,9.0,AFC North,outdoor,0.5329806687565308,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ynfigtd9x55vsxotphsg",2977800,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ynfigtd9x55vsxotphsg"
2020,00-0032543,A.Erickson,WR,CIN,5,7.0,0,17,12,139.0,0,67.0,0,0,1,0.0,9,0.0,1.4,5.583333333333333,0,Alex Erickson,WR,4.0,12.0,ACT,47,5,9.4,381.0,649.0,1030.0,0.3699029,0.6300971,49.075466,64.375,0.5099571078431373,9.0,AFC North,outdoor,0.606172721145354,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tcqf6snb5cojhftfzqsj",2977800,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tcqf6snb5cojhftfzqsj"
2021,00-0032543,A.Erickson,WR,CAR,0,0.0,0,4,3,55.0,0,30.0,0,0,0,0.0,4,,,10.0,0,Alex Erickson,WR,5.0,13.0,ACT,47,5,9.4,416.0,683.0,1099.0,0.37852594,0.6214741,47.072536,64.6470588235294,0.4963880288957688,13.0,NFC South,outdoor,0.5638652535204259,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/macmamgqffndxbtklzk6",2977800,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/macmamgqffndxbtklzk6"
2023,00-0032543,A.Erickson,WR,LAC,0,0.0,0,29,16,232.0,1,58.0,0,0,0,0.0,8,,,3.625,1,Alex Erickson,WR,7.0,82.0,ACT,47,5,9.4,381.0,715.0,1096.0,0.34762773,0.65237224,61.803616,64.47058823529412,0.5298216706703321,5.0,AFC West,outdoor,0.6446234119782215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tnd77vbkyo8srrrkaisu",2977800,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tnd77vbkyo8srrrkaisu"
2024,00-0039373,A.Estime,RB,DEN,76,310.0,2,5,5,27.0,0,37.0,0,0,0,0.0,13,,4.078947368421052,7.4,2,Audric Estimé,RB,0.0,23.0,INA,13,1,13.0,407.0,673.0,1080.0,0.37685186,0.62314814,81.61123,60.0,0.5030988418759317,14.0,AFC West,outdoor,0.6604414261460102,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cb8k8fqbi3rnecaiqrcy",4569682,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cb8k8fqbi3rnecaiqrcy"
2018,00-0033455,A.Firkser,TE,TEN,0,0.0,0,20,19,225.0,1,97.0,0,0,0,0.0,8,,,5.105263157894737,1,Anthony Firkser,TE,1.0,86.0,ACT,61,6,10.166666666666666,411.0,519.0,930.0,0.44193548,0.5580645,33.788116,58.125,0.5104878848469212,8.0,AFC South,outdoor,0.6463910741527326,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rw5les3fauylkih12alw",3049698,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rw5les3fauylkih12alw"
2019,00-0033455,A.Firkser,TE,TEN,0,0.0,0,29,17,249.0,3,71.0,0,0,0,0.0,12,,,4.176470588235294,3,Anthony Firkser,TE,2.0,86.0,ACT,61,6,10.166666666666666,493.0,601.0,1094.0,0.45063984,0.54936016,23.713654,57.578947368421055,0.529395922727355,11.0,AFC South,outdoor,0.640622195095681,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rw5les3fauylkih12alw",3049698,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rw5les3fauylkih12alw"
2020,00-0033455,A.Firkser,TE,TEN,0,0.0,0,55,41,431.0,1,178.0,0,0,0,0.0,16,,,4.341463414634147,1,Anthony Firkser,TE,3.0,86.0,ACT,61,6,10.166666666666666,512.0,561.0,1073.0,0.47716683,0.52283317,74.50779,63.11764705882353,0.4691376292519071,4.0,AFC South,outdoor,0.4950690335305719,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s1mjbvtn2mrliukptu5n",3049698,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s1mjbvtn2mrliukptu5n"
2021,00-0033455,A.Firkser,TE,TEN,0,0.0,0,44,34,291.0,2,111.0,0,0,0,0.0,16,,,3.264705882352941,2,Anthony Firkser,TE,4.0,86.0,ACT,61,6,10.166666666666666,544.0,628.0,1172.0,0.4641638,0.53583616,46.797688,65.11111111111111,0.4759685160613953,13.0,AFC South,outdoor,0.6702702702702703,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swezlow3dgygychrqrph",3049698,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swezlow3dgygychrqrph"
2022,00-0033455,A.Firkser,TE,ATL,0,0.0,0,13,9,100.0,0,20.0,0,0,0,0.0,8,,,2.2222222222222223,0,Anthony Firkser,TE,5.0,86.0,ACT,61,6,10.166666666666666,512.0,488.0,1000.0,0.512,0.488,47.362667,58.8235294117647,0.4559734110362411,14.0,NFC South,indoor,0.6240579710144927,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sbyrto55r5ztra4hylt4",3049698,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sbyrto55r5ztra4hylt4"
2023,00-0033455,A.Firkser,TE,DET,0,0.0,0,1,1,8.0,0,4.0,0,0,0,0.0,1,,,4.0,0,Anthony Firkser,TE,6.0,86.0,ACT,61,6,10.166666666666666,544.0,764.0,1308.0,0.41590214,0.58409786,71.383415,65.4,0.4974600717479974,9.0,NFC North,indoor,0.6759776536312849,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rta4x11kt1dt4hifufjq",3049698,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rta4x11kt1dt4hifufjq"
2020,00-0036340,A.Gandy-Golden,WR,WAS,1,22.0,0,7,1,3.0,0,1.0,0,0,0,0.0,4,,22.0,1.0,0,Antonio Gandy-Golden,WR,0.0,10.0,INA,4,1,4.0,387.0,724.0,1111.0,0.34833482,0.65166515,51.04338,65.3529411764706,0.4621299500192234,8.0,NFC East,outdoor,0.6434010815181226,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rikferx66ycomy35hjgb",4029893,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rikferx66ycomy35hjgb"
2018,00-0021547,A.Gates,TE,LAC,0,0.0,0,57,37,409.0,3,153.0,0,0,0,0.0,17,,,4.135135135135135,3,Antonio Gates,TE,15.0,85.0,ACT,17,1,17.0,420.0,650.0,1070.0,0.39252338,0.60747665,64.76624,59.44444444444444,0.4853036731261705,8.0,AFC West,outdoor,0.4583333333333333,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kndulvysinvn4tpvt0bc",5362,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kndulvysinvn4tpvt0bc"
2020,00-0036328,A.Gibson,RB,WAS,184,826.0,11,47,38,251.0,0,310.0,0,0,0,0.0,15,,4.489130434782608,8.157894736842104,11,Antonio Gibson,RB,0.0,24.0,ACT,79,5,15.8,387.0,724.0,1111.0,0.34833482,0.65166515,51.04338,65.3529411764706,0.4621299500192234,8.0,NFC East,outdoor,0.6434010815181226,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cvmwtpfzdt0ibauqifup",4360294,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cvmwtpfzdt0ibauqifup"
2021,00-0036328,A.Gibson,RB,WAS,258,1037.0,7,52,42,294.0,3,333.0,0,0,0,0.0,16,,4.01937984496124,7.928571428571429,10,Antonio Gibson,RB,1.0,24.0,ACT,79,5,15.8,430.0,636.0,1066.0,0.40337712,0.5966229,54.82557,62.70588235294117,0.5140209231267326,9.0,NFC East,outdoor,0.606634452135301,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/un4o255q07fjcbknndwn",4360294,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/un4o255q07fjcbknndwn"
2022,00-0036328,A.Gibson,RB,WAS,149,546.0,3,58,46,353.0,2,297.0,0,0,0,0.0,15,,3.664429530201342,6.456521739130435,5,Antonio Gibson,RB,2.0,24.0,RES,79,5,15.8,500.0,635.0,1135.0,0.44052863,0.55947137,47.573685,66.76470588235294,0.5201835326493859,14.0,NFC East,outdoor,0.6079191319465919,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f5ttgwsx8z2kqygdczj9",4360294,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f5ttgwsx8z2kqygdczj9"
2023,00-0036328,A.Gibson,RB,WAS,65,265.0,1,59,48,389.0,2,377.0,0,0,0,0.0,16,,4.076923076923077,7.854166666666667,3,Antonio Gibson,RB,3.0,24.0,ACT,79,5,15.8,323.0,737.0,1060.0,0.30471697,0.695283,35.964767,62.35294117647059,0.4979744632631174,14.0,NFC East,outdoor,0.7082978118783745,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5aij3m4bakia6ygjqux",4360294,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5aij3m4bakia6ygjqux"
